name,year,expenses,degree,enrollment,level,control
Aveda Institute-Boise,2011,824,0,31,At least 2 but less than 4 years,Private for-profit
Richmond School of Health and Technology,2006,823,0,30,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Austin Campus,2008,821,0,30,Four or more years,Private for-profit
University of Phoenix-Springfield  Campus,2006,818,0,30,Four or more years,Private for-profit
University of Phoenix-Northwest Arkansas Campus,2008,816,0,30,Four or more years,Private for-profit
St Louis Hair Academy,2008,815,0,30,Less than 2 years (below associate),Private for-profit
Charles of Italy Beauty College,2007,813,0,30,Less than 2 years (below associate),Private for-profit
Richmond School of Health and Technology,2007,808,0,30,At least 2 but less than 4 years,Private for-profit
Medtech Institute,2013,807,0,30,At least 2 but less than 4 years,Private for-profit
Salem College of Hairstyling,2013,805,0,30,Less than 2 years (below associate),Private for-profit
Southwest Institute of Healing Arts,2010,805,0,30,At least 2 but less than 4 years,Private for-profit
Neosho Beauty College,2011,803,0,30,Less than 2 years (below associate),Private for-profit
Trend Setters School of Cosmetology,2011,803,0,30,Less than 2 years (below associate),Private for-profit
Salem College of Hairstyling,2007,800,0,30,Less than 2 years (below associate),Private for-profit
University of Phoenix-Northwest Arkansas Campus,2009,797,0,30,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2008,796,0,30,Four or more years,Private for-profit
University of Phoenix-Dallas Campus,2006,795,0,30,Four or more years,Private for-profit
Richmond School of Health and Technology,2009,793,0,30,At least 2 but less than 4 years,Private for-profit
Richmond School of Health and Technology,2008,793,0,30,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Milwaukee Campus,2006,788,0,29,Four or more years,Private for-profit
University of Phoenix-Memphis Campus,2006,788,0,29,Four or more years,Private for-profit
Central Methodist University-College of Graduate and Extended Studies,2009,787,0,29,Four or more years,Private not-for-profit
University of Phoenix-Indianapolis Campus,2006,787,0,29,Four or more years,Private for-profit
Paul Mitchell the School-Mclean,2012,787,0,29,Less than 2 years (below associate),Private for-profit
University of Phoenix-Kansas City Campus,2006,777,0,29,Four or more years,Private for-profit
Tucson College of Beauty,2009,774,0,29,Less than 2 years (below associate),Private for-profit
Brown Mackie College-Boise,2009,774,0,29,Four or more years,Private for-profit
Refrigeration School Inc,2010,774,0,29,At least 2 but less than 4 years,Private for-profit
Tucson College of Beauty,2010,772,0,29,Less than 2 years (below associate),Private for-profit
Toni & Guy Hairdressing Academy-Boise,2012,771,0,29,Four or more years,Private for-profit
Avi Career Training,2009,770,0,29,Less than 2 years (below associate),Private for-profit
Medtech Institute,2010,769,0,29,At least 2 but less than 4 years,Private for-profit
Pinnacle Career Institute-South Kansas City,2007,763,0,29,At least 2 but less than 4 years,Private for-profit
Studio Academy of Beauty,2009,762,0,28,Less than 2 years (below associate),Private for-profit
Central College of Cosmetology,2013,761,0,28,Less than 2 years (below associate),Private for-profit
Central School of Practical Nursing,2013,756,0,28,Less than 2 years (below associate),Public
North Idaho College,2012,754,0,28,At least 2 but less than 4 years,Public
Central Methodist University-College of Graduate and Extended Studies,2010,750,0,28,Four or more years,Private not-for-profit
Cosmetology School of Arts and Sciences,2007,749,0,28,At least 2 but less than 4 years,Private for-profit
Fortis College-Phoenix,2010,748,0,28,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Chattanooga Campus,2009,748,0,28,Four or more years,Private for-profit
Cosmetology School of Arts and Sciences,2008,747,0,28,At least 2 but less than 4 years,Private for-profit
Headmasters School of Hair Design,2009,746,0,28,At least 2 but less than 4 years,Private for-profit
Independence College of Cosmetology,2007,746,0,28,Less than 2 years (below associate),Private for-profit
University of Phoenix-Des Moines Campus,2007,743,0,28,Four or more years,Private for-profit
Austin Kade Academy,2013,741,0,28,At least 2 but less than 4 years,Private for-profit
Tucson College of Beauty,2007,740,0,27,Less than 2 years (below associate),Private for-profit
University of Phoenix-Louisville Campus,2007,738,0,27,Four or more years,Private for-profit
National Academy of Beauty Arts-Farmington,2006,732,0,27,Less than 2 years (below associate),Private for-profit
Tucson College of Beauty,2008,729,0,27,Less than 2 years (below associate),Private for-profit
Studio Academy of Beauty,2011,728,0,27,Less than 2 years (below associate),Private for-profit
University of Phoenix-Jersey City Campus,2006,727,0,27,Four or more years,Private for-profit
University of Phoenix-Cincinnati Campus,2006,726,0,27,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2008,723,0,27,Four or more years,Private for-profit
Hair Academy of Safford,2007,723,0,27,Less than 2 years (below associate),Private for-profit
Southwest Institute of Healing Arts,2011,717,0,27,At least 2 but less than 4 years,Private for-profit
Elaine Steven Beauty College,2008,715,0,27,Less than 2 years (below associate),Private for-profit
Cosmetology School of Arts and Sciences,2009,714,0,27,At least 2 but less than 4 years,Private for-profit
American Institute of Interior Design,2011,712,0,27,Less than 2 years (below associate),Private for-profit
University of Phoenix-Harrisburg Campus,2007,711,0,27,Four or more years,Private for-profit
University of Phoenix-Savannah Campus,2008,699,0,27,Four or more years,Private for-profit
University of Phoenix-Raleigh Campus,2006,698,0,27,Four or more years,Private for-profit
University of Phoenix-Northern Virginia Campus,2006,698,0,26,Four or more years,Private for-profit
Springfield Beauty Academy,2010,694,0,26,Less than 2 years (below associate),Private for-profit
Pinnacle Career Institute-South Kansas City,2011,693,0,26,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Minneapolis St Paul Campus,2007,692,0,26,Four or more years,Private for-profit
Salem College of Hairstyling,2011,689,0,26,Less than 2 years (below associate),Private for-profit
University of Phoenix-Savannah Campus,2009,687,0,26,Four or more years,Private for-profit
University of Phoenix-Chicago Campus,2006,684,0,26,Four or more years,Private for-profit
Springfield Beauty Academy,2007,682,0,26,Less than 2 years (below associate),Private for-profit
University of Phoenix-Charlotte Campus,2007,682,0,26,Four or more years,Private for-profit
House of Heavilin Beauty College-Blue Springs,2006,679,0,26,Less than 2 years (below associate),Private for-profit
University of Phoenix-Fairfield County Campus,2007,674,0,26,Four or more years,Private for-profit
Razzle Dazzle College of Hair Design Inc,2010,670,0,26,At least 2 but less than 4 years,Private for-profit
East Valley Institute of Technology,2009,668,0,26,Less than 2 years (below associate),Public
Paul Mitchell the School-Boise,2008,663,0,26,At least 2 but less than 4 years,Private for-profit
Pinnacle Career Institute-South Kansas City,2013,657,0,26,At least 2 but less than 4 years,Private for-profit
Central Methodist University-College of Graduate and Extended Studies,2006,656,0,25,Four or more years,Private not-for-profit
Central College of Cosmetology,2007,651,0,25,Less than 2 years (below associate),Private for-profit
University of Phoenix-Cincinnati Campus,2007,642,0,25,Four or more years,Private for-profit
Paul Mitchell the School-Boise,2006,632,0,25,At least 2 but less than 4 years,Private for-profit
Velvet Touch Academy of Cosmetology,2013,629,0,25,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Indianapolis Campus,2007,624,0,25,Four or more years,Private for-profit
Central College of Cosmetology,2010,621,0,25,Less than 2 years (below associate),Private for-profit
University of Phoenix-Nashville Campus,2006,619,0,25,Four or more years,Private for-profit
University of Phoenix-San Antonio Campus,2009,601,0,25,Four or more years,Private for-profit
University of Phoenix-Charlotte Campus,2006,600,0,25,Four or more years,Private for-profit
Salem College of Hairstyling,2010,585,0,25,Less than 2 years (below associate),Private for-profit
Headmasters School of Hair Design,2007,585,0,25,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2009,583,0,25,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Houston Campus,2006,576,0,25,Four or more years,Private for-profit
Studio Academy of Beauty,2010,569,0,25,Less than 2 years (below associate),Private for-profit
Salem College of Hairstyling,2006,547,0,25,Less than 2 years (below associate),Private for-profit
University of Phoenix-Jersey City Campus,2007,532,0,25,Four or more years,Private for-profit
University of Phoenix-Augusta Campus,2008,515,0,24,Four or more years,Private for-profit
College of Massage Therapy,2011,513,0,24,Less than 2 years (below associate),Public
St Louis Hair Academy,2006,507,0,24,Less than 2 years (below associate),Private for-profit
University of Phoenix-San Antonio Campus,2006,502,0,24,Four or more years,Private for-profit
University of Phoenix-Augusta Campus,2009,500,0,24,Four or more years,Private for-profit
Pinnacle Career Institute-South Kansas City,2010,496,0,24,At least 2 but less than 4 years,Private for-profit
Ottawa University-Phoenix,2007,490,0,24,Four or more years,Private not-for-profit
Ottawa University-Phoenix,2008,469,0,24,Four or more years,Private not-for-profit
Central College of Cosmetology,2006,448,0,24,Less than 2 years (below associate),Private for-profit
University of Phoenix-Columbus Ohio Campus,2007,435,0,24,Four or more years,Private for-profit
ITT Technical Institute-Salem,2010,410,0,24,Four or more years,Private for-profit
Pinnacle Career Institute-North Kansas City,2010,402,0,23,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Columbus Georgia Campus,2006,401,0,23,Four or more years,Private for-profit
St Louis Hair Academy,2007,399,0,23,Less than 2 years (below associate),Private for-profit
University of Phoenix-Memphis Campus,2007,394,0,23,Four or more years,Private for-profit
Vatterott College-ex'treme Institute by Nelly-St Louis,2013,393,0,23,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Wichita Campus,2007,384,0,23,Four or more years,Private for-profit
Brookline College-Tucson,2008,376,0,23,Four or more years,Private for-profit
Brookline College-Tempe,2008,361,0,23,At least 2 but less than 4 years,Private for-profit
Pinnacle Career Institute-South Kansas City,2009,360,0,23,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Atlanta Campus,2006,360,0,23,Four or more years,Private for-profit
University of Phoenix-Columbus Ohio Campus,2006,345,0,23,Four or more years,Private for-profit
College of Massage Therapy,2013,342,0,23,Less than 2 years (below associate),Public
University of Phoenix-Springfield  Campus,2007,329,0,22,Four or more years,Private for-profit
Milan Institute-Nampa,2011,322,0,22,Less than 2 years (below associate),Private for-profit
University of Phoenix-Little Rock Campus,2007,316,0,22,Four or more years,Private for-profit
Salem College of Hairstyling,2009,298,0,22,Less than 2 years (below associate),Private for-profit
Tidewater Tech-Trades,2007,286,0,22,Less than 2 years (below associate),Private for-profit
Career Training Solutions,2008,280,0,22,At least 2 but less than 4 years,Private for-profit
Pinnacle Career Institute-North Kansas City,2011,266,0,22,At least 2 but less than 4 years,Private for-profit
University of Phoenix-Austin Campus,2007,260,0,22,Four or more years,Private for-profit
Healing Arts Center,2011,209,0,21,Less than 2 years (below associate),Private for-profit
University of Phoenix-Richmond-Virginia Beach Campus,2007,194,0,21,Four or more years,Private for-profit
University of Phoenix-Columbus Georgia Campus,2007,184,0,21,Four or more years,Private for-profit
University of Phoenix-Omaha Campus,2007,178,0,21,Four or more years,Private for-profit
Central College of Cosmetology,2008,166,0,21,Less than 2 years (below associate),Private for-profit
Pinnacle Career Institute-South Kansas City,2008,140,0,21,At least 2 but less than 4 years,Private for-profit
